ride,track,gateId,clusterId,t_iso,kind,angle_deg,speed_kmh,own_route
20260414-0847-home2work-18100665582,Morning,HomeFosh:G1,C069,2026-04-14T06:53:14.613Z,valid,9.81,23.15,False
20260414-0847-home2work-18100665582,Morning,HomeStationPreferred:G1,C042,2026-04-14T06:53:37.428Z,valid,1.66,24.62,False
20260414-0847-home2work-18100665582,Morning,StationHomePreferred:G3,C052,2026-04-14T06:53:38.412Z,wrong_direction,177.61,24.57,False
20260414-0847-home2work-18100665582,Morning,HomeStationViaFosh:G1,C046,2026-04-14T06:53:44.816Z,valid,0.66,24.91,False
20260414-0847-home2work-18100665582,Morning,EveningA:G2,C008,2026-04-14T06:54:35.053Z,wrong_direction,178.09,22.79,False
20260414-0847-home2work-18100665582,Morning,Morning:G2,C003,2026-04-14T06:54:49.846Z,valid,0.0,25.01,True
20260414-0847-home2work-18100665582,Morning,HomeFosh:G2,C070,2026-04-14T06:58:15.648Z,valid,0.9,27.27,False
20260414-0847-home2work-18100665582,Morning,EveningA:G1,C007,2026-04-14T06:58:22.221Z,wrong_direction,174.45,23.44,False
20260414-0847-home2work-18100665582,Morning,Morning:G3,C004,2026-04-14T06:58:46.306Z,valid,3.23,28.11,True
20260414-0847-home2work-18100665582,Morning,StationHomePreferred:G2,C051,2026-04-14T06:58:56.687Z,wrong_direction,129.36,21.28,False
20260414-0847-home2work-18100665582,Morning,HomeStationPreferred:G2,C043,2026-04-14T06:58:56.859Z,valid,48.26,21.28,False
20260414-0847-home2work-18100665582,Morning,HomeStationViaFosh:G2,C047,2026-04-14T06:59:22.236Z,valid,0.66,24.55,False
20260414-0847-home2work-18100665582,Morning,EveningA:START,C006,2026-04-14T07:01:47.556Z,wrong_direction,165.0,24.67,False
20260414-0847-home2work-18100665582,Morning,Morning:FINISH,C005,2026-04-14T07:02:03.635Z,valid,2.52,19.41,True
20260414-0847-home2work-18100665582,Morning,WorkChurchB:START,C035,2026-04-14T07:02:22.162Z,valid,59.15,20.14,False
20260414-0847-home2work-18100665582,Morning,WorkChurchA:START,C054,2026-04-14T07:02:22.655Z,valid,0.03,20.14,False
20260414-0847-home2work-18100665582,Morning,WorkChurchB:START,C035,2026-04-14T07:02:30.562Z,wrong_direction,165.27,20.29,False
20260414-0847-home2work-18100665582,Morning,StationWorkAlt:FINISH,C035,2026-04-14T07:02:33.363Z,wrong_direction,178.58,20.05,False
20260414-1604-work2home-18114423397,EveningB,StationWorkAlt:FINISH,C035,2026-04-14T14:04:48.976Z,valid,34.54,23.18,False
20260414-1604-work2home-18114423397,EveningB,WorkChurchB:START,C035,2026-04-14T14:05:07.198Z,valid,11.4,10.68,False
20260414-1604-work2home-18114423397,EveningB,MorningB:FINISH,C020,2026-04-14T14:05:32.668Z,wrong_direction,178.03,31.31,False
20260414-1604-work2home-18114423397,EveningB,EveningB:START,C011,2026-04-14T14:05:32.669Z,valid,1.84,31.31,True
20260414-1604-work2home-18114423397,EveningB,EveningB:G1,C012,2026-04-14T14:12:08.002Z,valid,0.62,26.27,True
20260414-1604-work2home-18114423397,EveningB,MorningB:G3,C019,2026-04-14T14:12:08.004Z,wrong_direction,179.76,26.27,False
20260414-1604-work2home-18114423397,EveningB,FoshHome:G2,C075,2026-04-14T14:12:41.571Z,valid,0.67,23.24,False
20260414-1604-work2home-18114423397,EveningB,ChurchHome:G2,C068,2026-04-14T14:14:19.234Z,valid,2.68,23.15,False
20260414-1604-work2home-18114423397,EveningB,EveningB:G2,C013,2026-04-14T14:15:23.812Z,valid,0.04,24.38,True
20260414-1604-work2home-18114423397,EveningB,MorningB:G2,C018,2026-04-14T14:15:23.812Z,wrong_direction,179.96,24.38,False
20260414-1604-work2home-18114423397,EveningB,EveningB:FINISH,C015,2026-04-14T14:22:44.772Z,valid,0.98,22.0,True
20260414-1604-work2home-18114423397,EveningB,HomeStationPreferred:START,C041,2026-04-14T14:23:19.267Z,wrong_direction,178.72,23.89,False
20260414-1604-work2home-18114423397,EveningB,HomeChurch:START,C041,2026-04-14T14:23:20.184Z,wrong_direction,176.03,23.62,False
20260414-1604-work2home-18114423397,EveningB,HomeFosh:START,C041,2026-04-14T14:23:22.993Z,wrong_direction,179.87,23.74,False
20260414-1604-work2home-18114423397,EveningB,HomeStationViaFosh:START,C041,2026-04-14T14:23:23.650Z,wrong_direction,178.72,23.44,False
20260414-1604-work2home-18114423397,EveningB,StationHomePreferred:FINISH,C053,2026-04-14T14:23:26.407Z,valid,2.17,21.74,False
20260414-1604-work2home-18114423397,EveningB,FoshHome:FINISH,C053,2026-04-14T14:23:30.334Z,valid,4.46,20.43,False
20260414-1604-work2home-18114423397,EveningB,Morning:START,C001,2026-04-14T14:23:40.557Z,wrong_direction,178.95,22.97,False
20260414-1604-work2home-18114423397,EveningB,EveningA:FINISH,C010,2026-04-14T14:23:41.311Z,valid,5.07,23.74,False
20260414-1604-work2home-18114423397,EveningB,ChurchHome:FINISH,C010,2026-04-14T14:23:42.833Z,valid,3.97,22.0,False
20260417-0900-home2work-18141432550,Morning,ChurchHome:FINISH,C010,2026-04-17T07:01:08.309Z,wrong_direction,179.09,23.92,False
20260417-0900-home2work-18141432550,Morning,EveningA:FINISH,C010,2026-04-17T07:01:09.704Z,wrong_direction,177.95,24.02,False
20260417-0900-home2work-18141432550,Morning,Morning:START,C001,2026-04-17T07:01:10.438Z,valid,0.58,22.19,True
20260417-0900-home2work-18141432550,Morning,FoshHome:FINISH,C053,2026-04-17T07:01:19.554Z,wrong_direction,179.21,25.36,False
20260417-0900-home2work-18141432550,Morning,StationHomePreferred:FINISH,C053,2026-04-17T07:01:22.621Z,wrong_direction,178.92,26.12,False
20260417-0900-home2work-18141432550,Morning,HomeStationViaFosh:START,C041,2026-04-17T07:01:25.139Z,valid,0.26,25.1,False
20260417-0900-home2work-18141432550,Morning,HomeFosh:START,C041,2026-04-17T07:01:25.758Z,valid,1.05,25.1,False
20260417-0900-home2work-18141432550,Morning,HomeChurch:START,C041,2026-04-17T07:01:28.399Z,valid,0.96,26.38,False
20260417-0900-home2work-18141432550,Morning,HomeStationPreferred:START,C041,2026-04-17T07:01:29.230Z,valid,0.57,26.57,False
20260417-0900-home2work-18141432550,Morning,Morning:G1,C002,2026-04-17T07:04:09.958Z,valid,2.74,25.24,True
20260417-0900-home2work-18141432550,Morning,EveningA:G3,C009,2026-04-17T07:04:38.489Z,wrong_direction,175.42,24.37,False
20260417-0900-home2work-18141432550,Morning,HomeFosh:G1,C069,2026-04-17T07:05:52.990Z,valid,8.51,24.32,False
20260417-0900-home2work-18141432550,Morning,HomeStationPreferred:G1,C042,2026-04-17T07:06:15.449Z,valid,0.17,23.62,False
20260417-0900-home2work-18141432550,Morning,StationHomePreferred:G3,C052,2026-04-17T07:06:16.457Z,wrong_direction,177.61,24.57,False
20260417-0900-home2work-18141432550,Morning,HomeStationViaFosh:G1,C046,2026-04-17T07:06:22.935Z,valid,1.8,25.47,False
20260417-0900-home2work-18141432550,Morning,EveningA:G2,C008,2026-04-17T07:07:14.085Z,wrong_direction,173.9,27.87,False
20260417-0900-home2work-18141432550,Morning,Morning:G2,C003,2026-04-17T07:07:28.820Z,valid,2.59,24.6,True
20260417-0900-home2work-18141432550,Morning,HomeFosh:G2,C070,2026-04-17T07:11:04.291Z,valid,12.14,20.09,False
20260417-0900-home2work-18141432550,Morning,EveningA:G1,C007,2026-04-17T07:11:10.492Z,wrong_direction,179.33,32.3,False
20260417-0900-home2work-18141432550,Morning,Morning:G3,C004,2026-04-17T07:11:34.432Z,valid,2.02,39.51,True
20260417-0900-home2work-18141432550,Morning,StationHomePreferred:G2,C051,2026-04-17T07:11:43.154Z,wrong_direction,124.12,27.11,False
20260417-0900-home2work-18141432550,Morning,HomeStationPreferred:G2,C043,2026-04-17T07:11:43.350Z,valid,53.5,27.11,False
20260417-0900-home2work-18141432550,Morning,HomeStationViaFosh:G2,C047,2026-04-17T07:12:09.503Z,valid,1.28,24.46,False
20260417-0900-home2work-18141432550,Morning,EveningA:START,C006,2026-04-17T07:14:36.845Z,wrong_direction,159.83,24.77,False
20260417-0900-home2work-18141432550,Morning,Morning:FINISH,C005,2026-04-17T07:14:53.585Z,valid,3.43,19.02,True
20260417-0900-home2work-18141432550,Morning,WorkChurchA:START,C054,2026-04-17T07:15:14.733Z,valid,1.73,5.71,False
20260417-0900-home2work-18141432550,Morning,WorkChurchB:START,C035,2026-04-17T07:15:15.254Z,valid,58.69,15.59,False
20260417-0900-home2work-18141432550,Morning,WorkChurchB:START,C035,2026-04-17T07:15:19.527Z,wrong_direction,177.6,18.68,False
20260417-0900-home2work-18141432550,Morning,StationWorkAlt:FINISH,C035,2026-04-17T07:15:23.361Z,wrong_direction,175.36,21.28,False
20260422-0854-home2work-18208007128,Morning,ChurchHome:FINISH,C010,2026-04-22T06:54:24.921Z,wrong_direction,171.83,21.28,False
20260422-0854-home2work-18208007128,Morning,EveningA:FINISH,C010,2026-04-22T06:54:26.652Z,wrong_direction,177.15,21.04,False
20260422-0854-home2work-18208007128,Morning,Morning:START,C001,2026-04-22T06:54:27.463Z,valid,3.11,21.7,True
20260422-0854-home2work-18208007128,Morning,FoshHome:FINISH,C053,2026-04-22T06:54:38.242Z,wrong_direction,178.52,14.56,False
20260422-0854-home2work-18208007128,Morning,StationHomePreferred:FINISH,C053,2026-04-22T06:54:42.657Z,wrong_direction,176.15,21.07,False
20260422-0854-home2work-18208007128,Morning,HomeStationViaFosh:START,C041,2026-04-22T06:54:45.547Z,valid,0.78,21.88,False
20260422-0854-home2work-18208007128,Morning,HomeFosh:START,C041,2026-04-22T06:54:46.234Z,valid,2.78,23.71,False
20260422-0854-home2work-18208007128,Morning,HomeChurch:START,C041,2026-04-22T06:54:49.061Z,valid,0.59,23.81,False
20260422-0854-home2work-18208007128,Morning,HomeStationPreferred:START,C041,2026-04-22T06:54:49.981Z,valid,0.16,23.81,False
20260422-0854-home2work-18208007128,Morning,Morning:G1,C002,2026-04-22T06:57:44.965Z,valid,0.03,22.68,True
20260422-0854-home2work-18208007128,Morning,EveningA:G3,C009,2026-04-22T06:58:16.075Z,wrong_direction,176.33,21.82,False
20260422-0854-home2work-18208007128,Morning,HomeFosh:G1,C069,2026-04-22T06:59:36.529Z,valid,1.56,25.22,False
20260422-0854-home2work-18208007128,Morning,HomeStationPreferred:G1,C042,2026-04-22T06:59:59.762Z,valid,1.27,24.32,False
20260422-0854-home2work-18208007128,Morning,StationHomePreferred:G3,C052,2026-04-22T07:00:00.794Z,wrong_direction,179.8,23.17,False
20260422-0854-home2work-18208007128,Morning,HomeStationViaFosh:G1,C046,2026-04-22T07:00:07.570Z,valid,1.41,22.73,False
20260422-0854-home2work-18208007128,Morning,EveningA:G2,C008,2026-04-22T07:00:59.685Z,wrong_direction,166.66,27.98,False
20260422-0854-home2work-18208007128,Morning,Morning:G2,C003,2026-04-22T07:01:14.185Z,valid,1.45,25.54,True
20260422-0854-home2work-18208007128,Morning,HomeFosh:G2,C070,2026-04-22T07:04:45.334Z,valid,1.92,24.74,False
20260422-0854-home2work-18208007128,Morning,EveningA:G1,C007,2026-04-22T07:04:51.546Z,wrong_direction,173.11,26.16,False
20260422-0854-home2work-18208007128,Morning,Morning:G3,C004,2026-04-22T07:05:15.336Z,valid,2.56,21.43,True
20260422-0854-home2work-18208007128,Morning,StationHomePreferred:G2,C051,2026-04-22T07:05:26.164Z,wrong_direction,160.46,23.27,False
20260422-0854-home2work-18208007128,Morning,HomeStationPreferred:G2,C043,2026-04-22T07:05:26.265Z,valid,17.16,23.27,False
20260422-0854-home2work-18208007128,Morning,HomeStationViaFosh:G2,C047,2026-04-22T07:05:52.034Z,valid,0.81,23.99,False
20260422-0854-home2work-18208007128,Morning,EveningA:START,C006,2026-04-22T07:08:27.641Z,wrong_direction,160.54,22.98,False
20260422-0854-home2work-18208007128,Morning,Morning:FINISH,C005,2026-04-22T07:08:45.736Z,valid,23.91,16.21,True
20260422-0854-home2work-18208007128,Morning,WorkChurchB:START,C035,2026-04-22T07:09:05.551Z,valid,65.02,17.41,False
20260422-0854-home2work-18208007128,Morning,WorkChurchA:START,C054,2026-04-22T07:09:05.826Z,valid,5.89,17.41,False
20260422-0854-home2work-18208007128,Morning,WorkChurchB:START,C035,2026-04-22T07:09:13.537Z,wrong_direction,170.78,16.6,False
20260422-0854-home2work-18208007128,Morning,StationWorkAlt:FINISH,C035,2026-04-22T07:09:16.609Z,wrong_direction,178.82,21.36,False
20260423-1616-work2home-18226378045,EveningA,StationWorkAlt:FINISH,C035,2026-04-23T14:16:31.903Z,valid,28.78,31.95,False
20260423-1616-work2home-18226378045,EveningA,WorkChurchB:START,C035,2026-04-23T14:16:36.256Z,valid,22.06,17.08,False
20260423-1616-work2home-18226378045,EveningA,WorkChurchA:START,C054,2026-04-23T14:16:43.013Z,wrong_direction,158.69,28.96,False
20260423-1616-work2home-18226378045,EveningA,WorkChurchB:START,C035,2026-04-23T14:16:44.523Z,wrong_direction,110.16,25.52,False
20260423-1616-work2home-18226378045,EveningA,Morning:FINISH,C005,2026-04-23T14:17:00.340Z,wrong_direction,175.2,23.45,False
20260423-1616-work2home-18226378045,EveningA,EveningA:START,C006,2026-04-23T14:17:16.651Z,valid,16.37,27.74,True
20260423-1616-work2home-18226378045,EveningA,HomeStationViaFosh:G2,C047,2026-04-23T14:19:59.310Z,wrong_direction,179.59,24.78,False
20260423-1616-work2home-18226378045,EveningA,HomeStationPreferred:G2,C043,2026-04-23T14:20:25.142Z,wrong_direction,150.05,18.15,False
20260423-1616-work2home-18226378045,EveningA,StationHomePreferred:G2,C051,2026-04-23T14:20:25.314Z,valid,32.33,18.15,False
20260423-1616-work2home-18226378045,EveningA,Morning:G3,C004,2026-04-23T14:20:37.131Z,wrong_direction,177.07,20.43,False
20260423-1616-work2home-18226378045,EveningA,EveningA:G1,C007,2026-04-23T14:21:01.005Z,valid,6.16,22.53,True
20260423-1616-work2home-18226378045,EveningA,HomeFosh:G2,C070,2026-04-23T14:21:07.480Z,wrong_direction,170.54,27.15,False
20260423-1616-work2home-18226378045,EveningA,Morning:G2,C003,2026-04-23T14:24:44.823Z,wrong_direction,179.11,23.78,False
20260423-1616-work2home-18226378045,EveningA,EveningA:G2,C008,2026-04-23T14:25:00.062Z,valid,1.02,21.34,True
20260423-1616-work2home-18226378045,EveningA,HomeStationViaFosh:G1,C046,2026-04-23T14:25:53.190Z,wrong_direction,179.75,23.42,False
20260423-1616-work2home-18226378045,EveningA,StationHomePreferred:G3,C052,2026-04-23T14:26:00.090Z,valid,0.58,22.93,False
20260423-1616-work2home-18226378045,EveningA,HomeStationPreferred:G1,C042,2026-04-23T14:26:01.149Z,wrong_direction,177.02,22.66,False
20260423-1616-work2home-18226378045,EveningA,HomeFosh:G1,C069,2026-04-23T14:26:26.153Z,wrong_direction,165.48,21.02,False
20260423-1616-work2home-18226378045,EveningA,EveningA:G3,C009,2026-04-23T14:27:48.103Z,valid,2.63,24.14,True
20260423-1616-work2home-18226378045,EveningA,Morning:G1,C002,2026-04-23T14:28:17.124Z,wrong_direction,179.46,24.41,False
20260423-1616-work2home-18226378045,EveningA,HomeStationPreferred:START,C041,2026-04-23T14:31:06.105Z,wrong_direction,179.04,23.74,False
20260423-1616-work2home-18226378045,EveningA,HomeChurch:START,C041,2026-04-23T14:31:07.029Z,wrong_direction,175.25,22.73,False
20260423-1616-work2home-18226378045,EveningA,HomeFosh:START,C041,2026-04-23T14:31:09.957Z,wrong_direction,177.8,22.8,False
20260423-1616-work2home-18226378045,EveningA,HomeStationViaFosh:START,C041,2026-04-23T14:31:10.596Z,wrong_direction,178.16,24.35,False
20260423-1616-work2home-18226378045,EveningA,StationHomePreferred:FINISH,C053,2026-04-23T14:31:13.285Z,valid,2.7,23.87,False
20260423-1616-work2home-18226378045,EveningA,FoshHome:FINISH,C053,2026-04-23T14:31:16.803Z,valid,3.63,24.08,False
20260423-1616-work2home-18226378045,EveningA,Morning:START,C001,2026-04-23T14:31:26.124Z,wrong_direction,179.69,23.87,False
20260423-1616-work2home-18226378045,EveningA,EveningA:FINISH,C010,2026-04-23T14:31:26.849Z,valid,3.55,23.87,True
20260423-1616-work2home-18226378045,EveningA,ChurchHome:FINISH,C010,2026-04-23T14:31:28.319Z,valid,7.0,22.28,False
20260423-2104-home2work-18230310818,Morning,ChurchHome:FINISH,C010,2026-04-23T19:05:22.965Z,wrong_direction,170.17,18.34,False
20260423-2104-home2work-18230310818,Morning,EveningA:FINISH,C010,2026-04-23T19:05:24.725Z,wrong_direction,172.25,20.23,False
20260423-2104-home2work-18230310818,Morning,Morning:START,C001,2026-04-23T19:05:25.563Z,valid,1.16,20.71,True
20260423-2104-home2work-18230310818,Morning,FoshHome:FINISH,C053,2026-04-23T19:05:35.987Z,wrong_direction,179.47,22.53,False
20260423-2104-home2work-18230310818,Morning,StationHomePreferred:FINISH,C053,2026-04-23T19:05:39.059Z,wrong_direction,178.37,24.57,False
20260423-2104-home2work-18230310818,Morning,HomeStationViaFosh:START,C041,2026-04-23T19:05:41.550Z,valid,4.04,25.65,False
20260423-2104-home2work-18230310818,Morning,HomeFosh:START,C041,2026-04-23T19:05:42.157Z,valid,2.38,25.63,False
20260423-2104-home2work-18230310818,Morning,HomeChurch:START,C041,2026-04-23T19:05:44.800Z,valid,2.59,25.41,False
20260423-2104-home2work-18230310818,Morning,HomeStationPreferred:START,C041,2026-04-23T19:05:45.656Z,valid,0.12,25.74,False
20260423-2104-home2work-18230310818,Morning,Morning:G1,C002,2026-04-23T19:08:34.422Z,valid,1.33,23.77,True
20260423-2104-home2work-18230310818,Morning,EveningA:G3,C009,2026-04-23T19:09:03.337Z,wrong_direction,178.45,24.27,False
20260423-2104-home2work-18230310818,Morning,HomeFosh:G1,C069,2026-04-23T19:10:18.613Z,valid,10.81,25.16,False
20260423-2104-home2work-18230310818,Morning,HomeStationPreferred:G1,C042,2026-04-23T19:10:41.382Z,valid,4.82,24.99,False
20260423-2104-home2work-18230310818,Morning,StationHomePreferred:G3,C052,2026-04-23T19:10:42.347Z,wrong_direction,178.03,25.41,False
20260423-2104-home2work-18230310818,Morning,HomeStationViaFosh:G1,C046,2026-04-23T19:10:48.683Z,valid,0.33,26.0,False
20260423-2104-home2work-18230310818,Morning,EveningA:G2,C008,2026-04-23T19:11:39.322Z,wrong_direction,174.65,23.6,False
20260423-2104-home2work-18230310818,Morning,Morning:G2,C003,2026-04-23T19:11:54.567Z,valid,2.5,25.47,True
20260423-2104-home2work-18230310818,Morning,HomeFosh:G2,C070,2026-04-23T19:15:24.818Z,valid,2.21,24.11,False
20260423-2104-home2work-18230310818,Morning,EveningA:G1,C007,2026-04-23T19:15:31.129Z,wrong_direction,174.33,20.66,False
20260423-2104-home2work-18230310818,Morning,Morning:G3,C004,2026-04-23T19:15:55.617Z,valid,10.93,32.08,True
20260423-2104-home2work-18230310818,Morning,StationHomePreferred:G2,C051,2026-04-23T19:16:05.737Z,wrong_direction,128.83,21.12,False
20260423-2104-home2work-18230310818,Morning,HomeStationPreferred:G2,C043,2026-04-23T19:16:05.914Z,valid,48.79,21.12,False
20260423-2104-home2work-18230310818,Morning,HomeStationViaFosh:G2,C047,2026-04-23T19:16:32.449Z,valid,0.57,23.76,False
20260423-2104-home2work-18230310818,Morning,EveningA:START,C006,2026-04-23T19:19:01.546Z,wrong_direction,163.77,23.01,False
20260423-2104-home2work-18230310818,Morning,Morning:FINISH,C005,2026-04-23T19:19:18.121Z,valid,3.12,14.91,True
20260424-0005-work2home-18231929491,EveningB,WorkChurchA:START,C054,2026-04-23T22:05:48.766Z,valid,7.71,6.02,False
20260424-0005-work2home-18231929491,EveningB,MorningB:FINISH,C020,2026-04-23T22:06:17.353Z,wrong_direction,171.77,35.53,False
20260424-0005-work2home-18231929491,EveningB,EveningB:START,C011,2026-04-23T22:06:17.354Z,valid,8.11,35.53,True
20260424-0005-work2home-18231929491,EveningB,EveningB:G1,C012,2026-04-23T22:09:44.906Z,valid,0.17,25.5,True
20260424-0005-work2home-18231929491,EveningB,MorningB:G3,C019,2026-04-23T22:09:44.907Z,wrong_direction,179.44,25.5,False
20260424-0005-work2home-18231929491,EveningB,FoshHome:G2,C075,2026-04-23T22:10:19.545Z,valid,3.95,26.61,False
20260424-0005-work2home-18231929491,EveningB,ChurchHome:G2,C068,2026-04-23T22:11:57.736Z,valid,0.48,24.47,False
20260424-0005-work2home-18231929491,EveningB,EveningB:G2,C013,2026-04-23T22:13:01.599Z,valid,0.46,24.8,True
20260424-0005-work2home-18231929491,EveningB,MorningB:G2,C018,2026-04-23T22:13:01.599Z,wrong_direction,179.54,24.8,False
20260424-0005-work2home-18231929491,EveningB,FoshHome:G3,C076,2026-04-23T22:15:26.610Z,valid,9.06,26.42,False
20260424-0005-work2home-18231929491,EveningB,HomeChurch:G1,C017,2026-04-23T22:16:15.637Z,wrong_direction,174.38,28.51,False
20260424-0005-work2home-18231929491,EveningB,EveningB:G3,C014,2026-04-23T22:16:15.813Z,valid,7.88,28.51,True
20260424-0005-work2home-18231929491,EveningB,MorningB:G1,C017,2026-04-23T22:16:15.819Z,wrong_direction,168.85,28.51,False
20260424-0005-work2home-18231929491,EveningB,ChurchHome:G3,C014,2026-04-23T22:16:17.824Z,valid,2.28,30.65,False
20260424-0005-work2home-18231929491,EveningB,EveningB:FINISH,C015,2026-04-23T22:19:21.672Z,valid,0.51,23.7,True
20260424-0005-work2home-18231929491,EveningB,MorningB:START,C016,2026-04-23T22:20:31.743Z,wrong_direction,172.17,18.46,False
20260424-0916-home2work-18235451892,Morning,ChurchHome:FINISH,C010,2026-04-24T07:16:43.002Z,wrong_direction,175.77,21.15,False
20260424-0916-home2work-18235451892,Morning,EveningA:FINISH,C010,2026-04-24T07:16:44.558Z,wrong_direction,174.78,22.45,False
20260424-0916-home2work-18235451892,Morning,Morning:START,C001,2026-04-24T07:16:45.336Z,valid,1.16,20.71,True
20260424-0916-home2work-18235451892,Morning,FoshHome:FINISH,C053,2026-04-24T07:16:55.110Z,wrong_direction,179.43,24.83,False
20260424-0916-home2work-18235451892,Morning,StationHomePreferred:FINISH,C053,2026-04-24T07:16:58.309Z,wrong_direction,179.76,24.26,False
20260424-0916-home2work-18235451892,Morning,HomeStationViaFosh:START,C041,2026-04-24T07:17:00.964Z,valid,3.01,22.7,False
20260424-0916-home2work-18235451892,Morning,HomeFosh:START,C041,2026-04-24T07:17:01.607Z,valid,2.64,24.35,False
20260424-0916-home2work-18235451892,Morning,HomeChurch:START,C041,2026-04-24T07:17:04.364Z,valid,2.54,24.77,False
